name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score_CSharp,tech_self_score_Java,tech_self_score_R,tech_self_score_JavaScript,tech_self_score_Python,tech_self_score_C++,tech_self_score_Ruby,tech_self_score_SPSS,tech_self_score_PHP
Darcy Handrahan,2019-07-09,"Competitive, Rational","Indecisive, Chatty",True,True,False,Fail,Data,4.0,4.0,,2.0,,3.0,,,
Towny Povall,2019-07-31,"Altruism, Charisma",Slow,True,False,True,Fail,Data,,2.0,2.0,3.0,3.0,2.0,,7.0,
Beauregard Hould,2019-07-30,Consistent,"Indifferent, Sensitive",True,True,True,Pass,Data,,,,,7.0,,,,
Joletta Kalinowsky,2019-07-31,Ambitious,Anxious,True,True,True,Pass,Business,,4.0,,4.0,,,2.0,,3.0
Lock Ellerker,2019-07-04,"Problem Solving, Listening","Procrastination, Impatient",False,True,False,Fail,Data,6.0,2.0,,7.0,,,,2.0,
Freddie Samber,2019-07-10,"Ambitious, Patient","Conventional, Overbearing",True,True,True,Pass,Data,1.0,2.0,3.0,2.0,,,,3.0,
Arlette Pickles,2019-07-11,Listening,"Chaotic, Impatient, Indecisive",True,True,False,Fail,Data,,3.0,,4.0,,,,,
Simonette Mawson,2019-07-31,Composure,Impatient,True,True,True,Pass,Data,,,,,1.0,2.0,2.0,,3.0
Micheal Di Matteo,2019-07-30,"Problem Solving, Empathy, Altruism","Competitive, Slow",True,True,True,Pass,Data,,,2.0,1.0,,,,5.0,
Madeleine Brunicke,2019-07-11,Organisation,"Undisciplined, Chatty, Competitive",True,True,False,Fail,Data,,8.0,2.0,,6.0,3.0,2.0,3.0,
Ashby Capener,2019-07-18,Independent,Impulsive,True,True,True,Fail,Business,,5.0,3.0,,2.0,1.0,,,
Rachele Bracknell,2019-07-18,"Perfectionism, Independent","Indifferent, Procrastination",True,True,True,Pass,Data,,,,,,,,,
Portia Farfalameev,2019-07-16,Competitive,"Introverted, Undisciplined, Impatient",True,True,True,Pass,Business,,3.0,,1.0,1.0,5.0,1.0,,
Grant Kilban,2019-07-10,"Passionate, Ambitious",Conventional,True,True,False,Fail,Business,3.0,5.0,,,4.0,3.0,,5.0,2.0
Sinclair Bonder,2019-07-11,Perfectionism,Anxious,True,True,True,Pass,Engineering,2.0,,1.0,,,,,3.0,
Harmonia Winspare,2019-07-04,Problem Solving,Undisciplined,True,True,True,Pass,Engineering,3.0,,4.0,1.0,,,,2.0,
Milly Ison,2019-07-31,"Composure, Empathy","Immature, Slow",True,True,True,Pass,Engineering,,,,,4.0,,1.0,,
Evvy Allcock,2019-07-25,"Versatile, Perfectionism",Slow,True,True,True,Pass,Engineering,2.0,,5.0,2.0,3.0,,3.0,,
Con Haxley,2019-07-31,"Determined, Problem Solving","Controlling, Immature, Perfectionist",True,True,True,Pass,Data,4.0,2.0,,,3.0,3.0,,,2.0
Bryanty Greenacre,2019-07-31,Perfectionism,Procrastination,True,True,True,Pass,Business,,1.0,,,3.0,,,,
Vivianne Shills,2019-07-31,"Problem Solving, Organisation",Indifferent,True,True,True,Pass,Data,5.0,5.0,4.0,1.0,,,,,
Renado Bulfoot,2019-07-31,Efficient,Perfectionist,True,False,True,Fail,Engineering,,,3.0,,,,2.0,,2.0
Sinclair Breissan,2019-07-12,"Independent, Efficient",Anxious,False,True,True,Fail,Engineering,1.0,1.0,1.0,5.0,,,1.0,3.0,1.0
Conn Dobson,2019-07-18,Courteous,"Procrastination, Impulsive",True,True,False,Fail,Business,,5.0,5.0,,,,,,
Nicolle Radford,2019-07-04,"Versatile, Charisma",Intolerant,True,True,True,Pass,Business,,,,5.0,2.0,4.0,3.0,,
Marquita Forrington,2019-07-20,"Organisation, Independent, Altruism","Stubborn, Controlling",True,True,True,Pass,Data,1.0,,,,,,1.0,,
Ingaborg Pitblado,2019-07-18,Ambitious,"Chatty, Anxious",False,True,True,Fail,Business,2.0,,5.0,,,,6.0,7.0,1.0
Bethanne Este,2019-07-06,"Patient, Innovative","Indifferent, Competitive",True,False,True,Fail,Business,,4.0,,3.0,2.0,,,6.0,
Ingelbert Clench,2019-07-27,"Critical Thinking, Creative, Courteous","Controlling, Overbearing",True,True,True,Pass,Data,2.0,,,,,6.0,,3.0,
Aura Louche,2019-07-04,"Determined, Creative, Rational",Indifferent,True,True,True,Pass,Data,,,2.0,,2.0,2.0,,3.0,
Cully Seward,2019-07-05,Determined,"Undisciplined, Controlling, Critical",True,False,True,Fail,Data,,,,,,,,1.0,
Lenna Daulby,2019-07-13,Composure,"Anxious, Slow, Controlling",True,True,True,Pass,Engineering,2.0,,,,3.0,5.0,3.0,,
Billi Narraway,2019-07-18,Independent,"Conventional, Selfish",True,True,True,Fail,Engineering,2.0,3.0,,,4.0,,1.0,,
Aurelea Leason,2019-07-25,"Creative, Independent, Organisation","Intolerant, Competitive, Chatty",True,True,True,Pass,Data,,6.0,,,,,2.0,1.0,1.0
Lucius Buswell,2019-07-04,"Perfectionism, Efficient, Creative","Anxious, Conventional, Intolerant",True,True,True,Pass,Engineering,,2.0,,,5.0,,,2.0,3.0
Esdras Pires,2019-07-13,Competitive,Passive,True,False,True,Fail,Data,,,2.0,1.0,5.0,6.0,1.0,3.0,
Siouxie Rogan,2019-07-11,"Organisation, Curious",Immature,True,True,True,Pass,Engineering,,,,,,,5.0,,2.0
Marchall Pocklington,2019-07-25,"Composure, Competitive, Independent","Indecisive, Conventional, Distracted",True,True,True,Fail,Engineering,3.0,,3.0,1.0,,3.0,,3.0,2.0
Granthem Long,2019-07-05,Organisation,"Passive, Chaotic, Procrastination",True,True,True,Pass,Engineering,,,2.0,2.0,2.0,,,,3.0
Charlean Balston,2019-07-11,"Listening, Altruism, Competitive",Indecisive,True,False,True,Fail,Data,,,,3.0,,,,3.0,
Jimmie Durker,2019-07-06,"Listening, Ambitious",Perfectionist,True,True,True,Pass,Engineering,,,,,,,,3.0,1.0
Jeanette Wankel,2019-07-12,Rational,"Introverted, Indifferent, Controlling",True,True,True,Fail,Data,1.0,,,,,,5.0,3.0,3.0
Giulietta Dissman,2019-07-25,"Passionate, Creative",Chaotic,True,True,False,Fail,Data,6.0,,,1.0,,1.0,,,
Joanna Thwaite,2019-07-06,"Competitive, Collaboration, Problem Solving","Perfectionist, Impatient, Impulsive",True,True,True,Pass,Business,,,,,,,2.0,,
Salim Edmundson,2019-07-13,"Listening, Independent",Controlling,True,False,True,Fail,Data,2.0,3.0,,,1.0,,,,1.0
Jan Manilo,2019-07-26,"Competitive, Versatile, Determined","Chaotic, Overbearing",True,True,True,Pass,Data,3.0,,4.0,1.0,2.0,,,,
Suzette Glander,2019-07-20,"Empathy, Creative, Patient",Sensitive,True,True,True,Pass,Engineering,,3.0,,,,5.0,,,
Bambi See,2019-07-04,"Composure, Consistent","Impatient, Undisciplined",True,True,True,Pass,Business,1.0,2.0,,4.0,2.0,,,,
Ainslee Paice,2019-07-18,"Collaboration, Charisma, Curious","Critical, Indifferent",True,True,True,Fail,Engineering,,,1.0,,,,,8.0,
Fernanda Hendrich,2019-07-06,"Perfectionism, Courteous, Composure","Sensitive, Indifferent",True,False,True,Fail,Engineering,,,,4.0,,5.0,,2.0,2.0
Virge Insole,2019-07-20,"Reliable, Critical Thinking",Chaotic,True,False,True,Fail,Engineering,3.0,4.0,,4.0,,,5.0,2.0,5.0
Kathy Meeking,2019-07-26,"Curious, Versatile, Ambitious","Conventional, Intolerant, Sensitive",True,True,True,Pass,Data,,3.0,,,1.0,,,,
Lind Ferebee,2019-07-25,Independent,"Passive, Distracted, Perfectionist",True,True,True,Pass,Business,,,,,4.0,,,,
Aguie Morrad,2019-07-27,"Competitive, Rational, Reliable",Distracted,True,True,True,Pass,Data,,3.0,,,,,3.0,,
Vania Ingray,2019-07-13,Courteous,"Distracted, Indifferent, Chaotic",True,True,True,Pass,Business,1.0,,,,,,,,
Ola Robelet,2019-07-19,"Ambitious, Rational, Consistent","Impatient, Overbearing, Procrastination",True,True,False,Fail,Data,,,3.0,,,,1.0,1.0,
Leoline Stelli,2019-07-19,"Determined, Patient",Impulsive,True,False,True,Fail,Data,,,2.0,,,,3.0,,
Malia Checcucci,2019-07-25,"Perfectionism, Versatile","Sensitive, Perfectionist, Distracted",True,True,True,Pass,Business,,4.0,2.0,,5.0,,,1.0,3.0
Antoni Caney,2019-07-11,Competitive,"Critical, Sensitive, Indifferent",True,True,True,Pass,Business,,2.0,,,1.0,2.0,4.0,2.0,
Alanah Matfin,2019-07-27,Organisation,"Critical, Chaotic, Stubborn",True,True,True,Pass,Business,3.0,4.0,,,,,,3.0,2.0
Nickolaus Jeacocke,2019-07-06,Reliable,"Anxious, Undisciplined, Conventional",True,True,True,Pass,Data,,5.0,3.0,,,,,,
Briano Nissle,2019-07-13,Consistent,Controlling,True,True,True,Pass,Business,3.0,2.0,,,,3.0,,2.0,1.0
Temple Plumridege,2019-07-20,Composure,"Indifferent, Indecisive",True,True,True,Pass,Business,,,,,,,,3.0,
Adeline Ordidge,2019-07-19,"Empathy, Rational, Reliable",Procrastination,True,False,True,Fail,Data,4.0,,4.0,,4.0,,,2.0,1.0
Stanleigh Huson,2019-07-19,"Rational, Determined, Independent","Undisciplined, Impulsive, Chatty",True,True,True,Pass,Engineering,,1.0,,,,3.0,,,
Lyell Sandell,2019-07-06,Consistent,"Chaotic, Procrastination, Selfish",True,True,True,Pass,Engineering,3.0,,4.0,,4.0,1.0,,,
Putnem Ericsson,2019-07-18,"Versatile, Ambitious","Indecisive, Passive",True,True,True,Fail,Engineering,,2.0,1.0,,4.0,3.0,3.0,,2.0
Dodie Mcgowran,2019-07-27,"Versatile, Critical Thinking",Slow,True,True,True,Pass,Engineering,,7.0,,1.0,2.0,,7.0,,
Freddie Ludlam,2019-07-05,Curious,"Impatient, Introverted",True,False,True,Fail,Data,5.0,,,,2.0,,,5.0,2.0
Fancie Coster,2019-07-25,"Reliable, Ambitious, Curious",Impatient,True,True,True,Pass,Business,2.0,,,,1.0,,,,3.0
Abran Odams,2019-07-12,"Perfectionism, Ambitious, Innovative","Intolerant, Anxious, Critical",False,False,True,Fail,Engineering,,,,5.0,,5.0,,,4.0
Brod Blunden,2019-07-18,Passionate,"Controlling, Impulsive",True,True,True,Pass,Business,,,,,2.0,2.0,,,
Shel Bolzen,2019-07-25,"Empathy, Perfectionism, Consistent","Indecisive, Conventional, Slow",True,True,True,Pass,Data,,,5.0,,1.0,,2.0,,
Matilda Mattiessen,2019-07-25,"Charisma, Independent, Patient","Perfectionist, Overbearing",True,True,True,Pass,Data,5.0,,,,,,,1.0,
Georgette Giacomo,2019-07-18,"Organisation, Charisma","Slow, Stubborn",True,True,True,Pass,Engineering,,,,1.0,,,,,
Hanni Katt,2019-07-20,"Perfectionism, Charisma",Controlling,True,True,True,Pass,Business,,2.0,3.0,,,3.0,,,
Jeanne Brayne,2019-07-12,"Listening, Collaboration",Passive,True,True,True,Pass,Business,5.0,9.0,3.0,,3.0,,,,2.0
Joana Frawley,2019-07-04,Problem Solving,Indifferent,True,True,True,Pass,Business,,,4.0,,3.0,2.0,,,4.0
Kingston Comsty,2019-07-06,"Reliable, Problem Solving, Innovative","Impatient, Competitive, Stubborn",True,True,True,Pass,Data,2.0,2.0,,,,,,2.0,
York Sygroves,2019-07-18,Patient,"Critical, Competitive, Anxious",True,False,True,Fail,Business,,2.0,,3.0,4.0,,,,3.0
Camel Miguet,2019-07-12,Critical Thinking,"Procrastination, Passive",True,True,True,Pass,Business,4.0,,,,,,,,
Vina Fodden,2019-07-20,"Consistent, Competitive","Immature, Controlling",True,True,True,Fail,Engineering,,4.0,,,1.0,,2.0,,1.0
Sawyere Paskell,2019-07-05,"Organisation, Problem Solving, Collaboration","Passive, Undisciplined, Immature",True,True,True,Pass,Engineering,3.0,3.0,1.0,,,,,1.0,3.0
Zeb Tippings,2019-07-12,"Altruism, Competitive","Impatient, Anxious",True,True,True,Pass,Engineering,,,2.0,3.0,,,,,
Nil Iacovo,2019-07-18,"Independent, Collaboration","Sensitive, Indecisive, Procrastination",True,True,True,Fail,Business,,1.0,,,,2.0,,,2.0
Aurora Jimson,2019-07-27,"Versatile, Curious, Organisation",Distracted,True,True,True,Pass,Engineering,5.0,,1.0,2.0,,,1.0,,
Helena Swire,2019-07-18,"Listening, Problem Solving","Chaotic, Indecisive",True,True,True,Pass,Business,,,,2.0,3.0,1.0,,,
Francklin Warrington,2019-07-25,"Altruism, Listening","Impulsive, Critical",True,True,True,Pass,Data,,6.0,,5.0,,3.0,4.0,,
Dorene Franschini,2019-07-12,"Creative, Determined, Altruism","Slow, Overbearing",True,True,True,Pass,Data,3.0,,,,,2.0,,,
Diana Webby,2019-07-11,"Courteous, Listening","Intolerant, Introverted",False,True,True,Fail,Business,,1.0,,,,3.0,1.0,3.0,
Ginevra Paice,2019-07-18,Independent,"Impatient, Selfish, Undisciplined",True,False,True,Fail,Data,,,4.0,,2.0,1.0,,4.0,
Chane Wetwood,2019-07-18,"Rational, Reliable, Passionate","Impatient, Introverted, Undisciplined",True,True,True,Pass,Engineering,,4.0,,,,,,,
Barbra Polleye,2019-07-18,"Perfectionism, Determined","Anxious, Slow, Distracted",True,True,True,Pass,Business,4.0,,,,,,3.0,,
Shelbi Waddingham,2019-07-18,Competitive,"Slow, Indecisive",True,True,True,Pass,Engineering,,,,,,,1.0,,5.0
Lenora Gannicott,2019-07-19,Organisation,"Perfectionist, Procrastination",True,True,False,Fail,Engineering,,,,1.0,,1.0,1.0,,
Aindrea Normanvill,2019-07-18,"Collaboration, Courteous, Versatile","Slow, Introverted",True,True,True,Pass,Business,5.0,,,,,5.0,,2.0,1.0
Annamaria Redhole,2019-07-26,"Rational, Versatile, Charisma","Anxious, Chatty",True,False,True,Fail,Engineering,3.0,,,,,,3.0,,4.0
Sarah Magor,2019-07-20,Critical Thinking,Overbearing,True,True,True,Pass,Engineering,2.0,,5.0,2.0,,,,,
Zacharie Bann,2019-07-27,Problem Solving,"Intolerant, Controlling, Indifferent",True,True,True,Pass,Data,4.0,,,1.0,,,2.0,,1.0
Vernon Curl,2019-07-04,"Determined, Reliable, Creative","Overbearing, Undisciplined, Impatient",True,True,True,Pass,Data,,2.0,,2.0,,,,2.0,1.0
Savina Phythien,2019-07-27,"Collaboration, Competitive, Rational","Introverted, Impatient, Passive",True,True,True,Pass,Data,4.0,3.0,,2.0,,,1.0,,4.0
Cleveland Vasyukhin,2019-07-19,"Determined, Independent, Versatile","Conventional, Intolerant, Sensitive",True,True,True,Pass,Data,,2.0,2.0,,1.0,,5.0,,
Katherina Bowton,2019-07-26,Empathy,Overbearing,True,False,True,Fail,Business,6.0,,,1.0,,,,,
Giustina Catford,2019-07-06,"Patient, Listening","Impatient, Procrastination",True,True,True,Pass,Engineering,5.0,2.0,,,,,,,
Fidel Norval,2019-07-19,"Innovative, Determined","Selfish, Controlling, Introverted",False,True,True,Fail,Engineering,,,,,,,,4.0,
Kim Bester,2019-07-26,Empathy,"Stubborn, Chatty",True,True,True,Fail,Engineering,3.0,3.0,2.0,2.0,4.0,4.0,1.0,,1.0
Nomi Verne,2019-07-05,Ambitious,"Passive, Immature",True,True,True,Pass,Data,,1.0,,4.0,,2.0,,3.0,
Verla Di Antonio,2019-07-05,"Problem Solving, Composure, Collaboration","Sensitive, Undisciplined",True,True,True,Pass,Business,1.0,1.0,,,,7.0,1.0,6.0,
Cherrita Allchorne,2019-07-26,"Problem Solving, Competitive, Rational",Intolerant,False,True,True,Fail,Engineering,,2.0,6.0,,,,2.0,,1.0
Charmain Diben,2019-07-12,Composure,"Stubborn, Critical",True,True,True,Pass,Engineering,3.0,,2.0,,4.0,7.0,,4.0,
Hulda Bales,2019-07-25,Composure,"Distracted, Impatient",False,True,True,Fail,Data,,2.0,,,4.0,1.0,,,2.0
Bunny Barns,2019-07-13,Perfectionism,"Critical, Indecisive, Procrastination",True,True,True,Pass,Engineering,6.0,,,,,,,1.0,
Malvina Whiteford,2019-07-11,"Organisation, Consistent, Determined",Selfish,True,True,True,Pass,Data,2.0,1.0,,4.0,,4.0,,,4.0
Elsie Fursland,2019-07-04,"Organisation, Passionate, Patient","Competitive, Conventional, Selfish",True,True,True,Pass,Business,,4.0,,,,6.0,,,2.0
Ebeneser Handy,2019-07-05,"Determined, Ambitious",Overbearing,True,True,True,Pass,Data,1.0,3.0,,2.0,5.0,,5.0,,1.0
Marvin Gorger,2019-07-19,Innovative,"Anxious, Introverted, Procrastination",True,True,True,Pass,Business,,,2.0,1.0,3.0,2.0,5.0,3.0,
Rosalinde Smallshaw,2019-07-19,Critical Thinking,"Impatient, Passive",True,True,True,Pass,Engineering,,,4.0,2.0,,4.0,5.0,,
Rosalinda Frizzell,2019-07-26,"Reliable, Organisation","Distracted, Conventional, Immature",True,True,True,Fail,Business,,,,,1.0,,,,1.0
Wade Friedenbach,2019-07-04,"Problem Solving, Empathy",Indifferent,True,True,True,Pass,Engineering,,,,,,,4.0,1.0,2.0
Guido Lassells,2019-07-13,"Innovative, Courteous, Consistent","Passive, Competitive",True,True,True,Pass,Business,,,5.0,,,4.0,,,1.0
Shelden Sheraton,2019-07-20,"Reliable, Versatile, Determined","Selfish, Competitive",False,True,True,Fail,Data,1.0,,,,,1.0,3.0,,
Kacey Smurthwaite,2019-07-27,Rational,Indifferent,True,True,True,Pass,Engineering,,4.0,,,,3.0,5.0,,
Audrye Walkingshaw,2019-07-13,"Reliable, Critical Thinking","Distracted, Chatty",True,True,True,Pass,Business,,,2.0,,,,,1.0,
Selle Mckeowon,2019-07-20,"Passionate, Creative","Distracted, Introverted",True,True,True,Pass,Data,3.0,3.0,,8.0,,,4.0,5.0,
Bird Hatfield,2019-07-20,"Curious, Ambitious",Chatty,True,True,True,Pass,Engineering,1.0,6.0,,,,,6.0,,4.0
Briant Pope,2019-07-26,"Efficient, Competitive","Impatient, Controlling, Critical",True,True,True,Fail,Data,6.0,,,7.0,,,2.0,,
Vladamir Waddams,2019-07-04,"Organisation, Consistent, Ambitious",Sensitive,True,True,True,Pass,Business,1.0,,,3.0,2.0,,,,
Jecho Rousel,2019-07-05,Organisation,"Introverted, Impatient, Distracted",True,True,True,Pass,Engineering,,3.0,,,2.0,,,,
Ronda Budcock,2019-07-04,Ambitious,Controlling,True,True,True,Pass,Business,,,,3.0,,,2.0,,
Lexine Rapson,2019-07-18,"Courteous, Creative, Versatile","Competitive, Selfish, Immature",True,True,False,Fail,Business,,,,,,,,4.0,4.0
Osbourne Witherdon,2019-07-27,Organisation,Conventional,True,True,True,Pass,Engineering,,2.0,,,2.0,,,,
Cati Dumphries,2019-07-18,"Consistent, Rational, Critical Thinking","Conventional, Controlling",True,True,True,Pass,Data,3.0,,,,,,,,
Jayne Andriveau,2019-07-11,"Curious, Empathy, Determined","Sensitive, Intolerant, Immature",True,False,True,Fail,Business,,,,,,,6.0,,
Elliot Sarsfield,2019-07-06,Problem Solving,"Immature, Perfectionist, Introverted",True,True,True,Pass,Engineering,2.0,6.0,,,4.0,,2.0,,4.0
Tate Coade,2019-07-06,"Rational, Empathy, Critical Thinking","Impulsive, Introverted",True,True,True,Fail,Data,,,,3.0,,4.0,,4.0,
Emeline Whistance,2019-07-20,"Altruism, Innovative, Competitive",Distracted,True,True,True,Pass,Data,,3.0,,,,,,6.0,5.0
Conrad Chadney,2019-07-06,"Listening, Altruism, Passionate","Impulsive, Intolerant, Procrastination",False,True,True,Fail,Business,,2.0,,,,,8.0,4.0,
Staffard Load,2019-07-13,"Composure, Perfectionism",Conventional,True,True,True,Pass,Data,,,7.0,3.0,,,3.0,,3.0
Fraser Hurnell,2019-07-04,"Innovative, Consistent",Distracted,True,True,True,Pass,Business,,,2.0,2.0,2.0,,,,
Worthington Richford,2019-07-11,"Charisma, Collaboration, Problem Solving",Passive,True,True,True,Pass,Engineering,,2.0,,,,,,,
Robenia Landor,2019-07-27,"Competitive, Versatile",Undisciplined,True,True,True,Pass,Engineering,3.0,,4.0,,4.0,4.0,,2.0,
Claudio Handrick,2019-07-05,"Composure, Organisation","Undisciplined, Controlling",True,True,True,Pass,Data,,,,,,,,,1.0
Nevil Rickerby,2019-07-06,Determined,"Controlling, Overbearing, Intolerant",True,True,True,Pass,Data,2.0,,,,5.0,,,,
Prescott Alfuso,2019-07-25,"Patient, Consistent",Intolerant,True,True,True,Pass,Engineering,2.0,8.0,,,,,,2.0,1.0
Herold Prudham,2019-07-06,"Patient, Independent, Curious","Conventional, Indecisive",True,True,True,Pass,Data,,1.0,4.0,2.0,3.0,,,,
Shermy Swancock,2019-07-19,"Innovative, Listening","Controlling, Anxious, Competitive",True,True,True,Pass,Business,,5.0,1.0,,6.0,6.0,,,
Terrell Orridge,2019-07-18,"Creative, Innovative, Determined","Controlling, Slow, Impulsive",True,True,True,Pass,Engineering,,3.0,4.0,6.0,,3.0,,,
Donalt Julyan,2019-07-11,"Listening, Creative, Efficient",Immature,True,True,True,Pass,Engineering,,,2.0,1.0,,,3.0,2.0,
Dev Mcpherson,2019-07-11,Independent,Indecisive,False,True,True,Fail,Data,,,,,5.0,,3.0,,
Muhammad Percy,2019-07-12,"Curious, Perfectionism",Conventional,True,True,True,Fail,Engineering,,,1.0,,4.0,4.0,,,
Judie Lowy,2019-07-25,"Collaboration, Determined, Independent",Impatient,True,True,True,Pass,Engineering,,,,,,3.0,,,1.0
Tadio Goullee,2019-07-20,Patient,Procrastination,True,True,True,Pass,Engineering,3.0,4.0,,,1.0,,1.0,1.0,
Katalin Redley,2019-07-04,"Critical Thinking, Determined, Curious","Impulsive, Undisciplined, Distracted",True,True,True,Pass,Business,1.0,,,,,,2.0,,2.0
Lea Normington,2019-07-26,"Creative, Independent, Reliable","Chatty, Passive",True,True,True,Pass,Business,,2.0,,,,,6.0,,
Cornelia Artist,2019-07-18,"Listening, Empathy","Overbearing, Slow",True,True,True,Pass,Business,,,,,5.0,,,5.0,3.0
Vincenty Roubay,2019-07-11,Passionate,"Indecisive, Competitive",True,True,True,Pass,Engineering,,,,,,7.0,,,
Phineas Filshin,2019-07-12,"Ambitious, Consistent, Passionate",Procrastination,True,True,True,Pass,Engineering,3.0,,,,2.0,4.0,6.0,,
Wilona Crean,2019-07-26,"Patient, Ambitious","Controlling, Indecisive",False,True,False,Fail,Engineering,,4.0,,2.0,5.0,4.0,,1.0,
Carlynne Keal,2019-07-26,"Altruism, Independent","Distracted, Procrastination",True,True,True,Pass,Data,2.0,3.0,,,3.0,,,,2.0
Westbrook Paynton,2019-07-12,"Problem Solving, Innovative, Listening","Anxious, Distracted, Passive",True,True,True,Pass,Engineering,1.0,,3.0,,,,,,
Corby Mccambridge,2019-07-06,Empathy,"Indecisive, Critical, Selfish",True,True,True,Pass,Business,,,2.0,,,6.0,,,1.0
Melamie Keers,2019-07-11,"Rational, Reliable, Competitive","Selfish, Chaotic, Controlling",True,True,True,Pass,Business,5.0,5.0,3.0,2.0,3.0,,4.0,,
Marillin Rosendall,2019-07-05,Empathy,"Selfish, Conventional",True,True,True,Pass,Engineering,4.0,,,8.0,4.0,4.0,,,
Keen Bentham3,2019-07-19,"Courteous, Efficient, Problem Solving",Critical,True,True,True,Pass,Data,7.0,,2.0,,5.0,,,,
Homere Stentiford,2019-07-25,Ambitious,"Slow, Critical, Indifferent",True,True,True,Pass,Engineering,4.0,3.0,1.0,,,,,2.0,
Muhammad Linn,2019-07-18,"Composure, Courteous","Indifferent, Impulsive",True,True,True,Pass,Data,,,,4.0,4.0,,1.0,2.0,2.0
Barbette Sorton,2019-07-27,Consistent,"Immature, Impatient",True,True,True,Pass,Engineering,,,3.0,2.0,,3.0,,,
Bax Sweetman,2019-07-26,Creative,"Conventional, Immature, Critical",True,True,True,Pass,Engineering,3.0,1.0,5.0,3.0,,3.0,,3.0,
Ambrosi Carnow,2019-07-04,"Reliable, Perfectionism, Ambitious",Indifferent,True,False,True,Fail,Business,3.0,,,,2.0,1.0,,,2.0
Kellen Bentick,2019-07-25,"Organisation, Reliable, Creative","Chatty, Chaotic",True,True,True,Pass,Data,,,,,,1.0,,2.0,
Fleming Taillard,2019-07-20,Reliable,Chaotic,True,True,True,Pass,Business,,3.0,,,,,,6.0,2.0
Elicia Broggio,2019-07-18,Listening,Passive,False,True,True,Fail,Data,,,7.0,,,,,,
Paxton Mcginlay,2019-07-25,Versatile,"Competitive, Conventional",True,False,True,Fail,Business,,5.0,4.0,3.0,,,,5.0,
Abbott Yea,2019-07-12,"Innovative, Creative",Anxious,True,True,True,Pass,Data,2.0,,,2.0,,5.0,4.0,1.0,
Doy Tams,2019-07-11,"Composure, Empathy, Courteous","Impulsive, Procrastination",True,True,False,Fail,Data,,3.0,1.0,,,4.0,1.0,,
Jon Raikes,2019-07-04,Altruism,Selfish,True,True,True,Pass,Engineering,,,2.0,2.0,1.0,3.0,2.0,3.0,
Myrvyn Sutherns,2019-07-06,Collaboration,"Chaotic, Critical",True,True,True,Fail,Business,,3.0,,,1.0,6.0,4.0,,
Adler Wingatt,2019-07-18,"Courteous, Problem Solving",Indifferent,True,True,True,Pass,Business,,,4.0,2.0,,,2.0,,
Dermot Gunthorp,2019-07-20,"Collaboration, Composure","Anxious, Controlling",False,True,True,Fail,Business,,,,,,,,,
Gavan Soltan,2019-07-05,"Efficient, Empathy, Curious",Controlling,True,True,False,Fail,Engineering,,,4.0,,3.0,,,1.0,
Jamima Sturgess,2019-07-26,Consistent,"Undisciplined, Impatient, Conventional",True,True,True,Fail,Business,,,,3.0,,5.0,,,
Athene Bozworth,2019-07-06,"Curious, Versatile","Selfish, Impatient, Chaotic",True,True,True,Pass,Business,,,,,3.0,,,,
Opaline Gammon,2019-07-12,"Patient, Courteous",Chatty,True,True,True,Pass,Data,4.0,,4.0,,1.0,2.0,5.0,,
Cari Bradlaugh,2019-07-27,"Altruism, Efficient, Courteous",Anxious,True,True,True,Pass,Business,,,2.0,3.0,5.0,1.0,5.0,,
Daren Houson,2019-07-13,Reliable,"Indifferent, Competitive",True,True,False,Fail,Business,,2.0,1.0,,5.0,,,,
Melony Tristram,2019-07-19,Charisma,Controlling,True,True,False,Fail,Engineering,,,,5.0,,,2.0,3.0,
Ashbey Seakes,2019-07-18,Innovative,Undisciplined,True,True,False,Fail,Business,,,1.0,,,4.0,2.0,,1.0
Philly Jerrim,2019-07-25,Charisma,"Controlling, Conventional, Perfectionist",True,True,True,Pass,Business,4.0,,,,,,2.0,,3.0
Sandi Gurton,2019-07-25,Versatile,Overbearing,True,True,True,Pass,Data,,1.0,,,,,2.0,,
Hilliard Brockett,2019-07-05,Courteous,Chaotic,True,True,True,Pass,Data,,1.0,4.0,,,,3.0,4.0,
Berkie Brusby,2019-07-06,Charisma,"Selfish, Indecisive, Intolerant",True,True,True,Pass,Business,,,,,,2.0,3.0,,
Bidget Macarthur,2019-07-12,"Organisation, Charisma",Sensitive,True,True,True,Pass,Business,2.0,,,3.0,,,,3.0,1.0
Julie Condliffe,2019-07-04,"Organisation, Efficient, Critical Thinking",Controlling,True,True,True,Pass,Data,,,,,,,,,
Andris Bradley,2019-07-12,"Rational, Problem Solving, Critical Thinking","Anxious, Competitive",True,True,True,Pass,Engineering,1.0,,,,2.0,2.0,,,4.0
Al Hugonet,2019-07-04,"Innovative, Creative, Passionate","Impulsive, Introverted",True,True,True,Pass,Engineering,,4.0,1.0,5.0,7.0,,2.0,,
Maryanna Seeney,2019-07-11,"Organisation, Charisma",Slow,True,True,True,Fail,Data,2.0,6.0,,,,,1.0,,
Cassaundra Yuill,2019-07-19,Patient,"Critical, Overbearing",True,True,True,Fail,Business,,,,,3.0,,3.0,,
Baily Camidge,2019-07-20,"Determined, Perfectionism","Distracted, Critical, Indecisive",True,True,True,Pass,Engineering,2.0,,,,,,,1.0,
